municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Townsend,townsend-ma/select-board,Select Board Member,True,5,board,3,True,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Select Board Member
Townsend,townsend-ma/moderator,Moderator,True,1,single,3,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Moderator
Townsend,townsend-ma/town-clerk,Town Clerk,True,1,single,3,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Town Clerk
Townsend,townsend-ma/board-assessors,Board of Assessors,True,3,board,3,True,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Board of Assessors
Townsend,townsend-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Planning Board Member
Townsend,townsend-ma/water-commission,Water Commissioner,True,3,board,3,True,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,schema-ready,"Current charter Article 3 expressly places these offices on the ballot. The James H. Tucker Fund Committee is elected at Town Meeting, not by direct townwide ballot, and is excluded from this direct-voter inventory.",Water Commissioner
Townsend,townsend-ma/board-health,Board of Health,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Board of Health
Townsend,townsend-ma/library-trustee,Library Trustee,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Library Trustee
Townsend,townsend-ma/north-middlesex-school-committee,North Middlesex Regional School Committee Member,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",North Middlesex Regional School Committee Member
Townsend,townsend-ma/cemetery-parks-commission,Cemetery and Parks Commissioner,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Cemetery and Parks Commissioner
Townsend,townsend-ma/recreation-commission,Recreation Commissioner,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Recreation Commissioner
Townsend,townsend-ma/soldiers-memorial-trustee,Trustee of Soldiers Memorials,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Trustee of Soldiers Memorials
Townsend,townsend-ma/dwight-entertainment-fund,Amanda E. Dwight Entertainment Fund Member,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Amanda E. Dwight Entertainment Fund Member
Townsend,townsend-ma/housing-authority,Housing Authority Direct-Elected Member,True,,unresolved,,False,,https://ecode360.com/45784916,https://www.townsendma.gov/,https://www.townsendma.gov/,research-only-unresolved-structure,"Townsend charter confirms the office is direct-voter elected, but this pass did not safely resolve the current exact seat complement from indexed primary sources; row is preserved research-only.",Housing Authority Direct-Elected Member
Truro,truro-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Select Board Member
Truro,truro-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,School Committee Member
Truro,truro-ma/moderator,Moderator,True,1,single,3,False,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Moderator
Truro,truro-ma/library-trustee,Library Trustee,True,5,board,3,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Library Trustee
Truro,truro-ma/cemetery-commission,Cemetery Commissioner,True,3,board,3,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Cemetery Commissioner
Truro,truro-ma/planning-board,Planning Board Member,True,5,board,3,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Planning Board Member
Truro,truro-ma/housing-authority,Housing Authority Direct-Elected Member,True,3,board,5,True,,https://www.truro-ma.gov/DocumentCenter/View/3304/2026-Motion-Book,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,https://www.truro-ma.gov/DocumentCenter/View/3343/Unofficial-Election-Results-May-19-2026,schema-ready,Current 2026 election and town materials establish the elected slate; non-local/appointed Housing Authority seats are excluded.,Housing Authority Direct-Elected Member
Tyngsborough,tyngsborough-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Select Board Member
Tyngsborough,tyngsborough-ma/board-assessors,Board of Assessors,True,3,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Board of Assessors
Tyngsborough,tyngsborough-ma/board-health,Board of Health,True,5,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Board of Health
Tyngsborough,tyngsborough-ma/cemetery-commission,Cemetery Commissioner,True,3,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Cemetery Commissioner
Tyngsborough,tyngsborough-ma/constable,Constable,True,3,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Constable
Tyngsborough,tyngsborough-ma/finance-committee,Finance Committee Member,True,5,board,3,True,,https://www.tyngsboroughma.gov/DocumentCenter/View/2693/2024-Tyngsborough-Annual-Town-Report-Standard,https://www.tyngsboroughma.gov/,https://www.tyngsboroughma.gov/,schema-ready,Official annual-report elected-board roster supplies the complements. Housing appointed seats are excluded from the three direct-elected positions.,Finance Committee Member
