municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Templeton,templeton-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.templetonma.gov/DocumentCenter/View/2428/Annual-Report-for-Fiscal-Year-2024-PDF,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,schema-ready,"Official town sources confirm a five-member Select Board, elected Town Clerk, seven elected Planning seats, and exactly three direct-voter CPC at-large seats; six designated CPC seats are excluded.",Select Board Member
Templeton,templeton-ma/town-clerk,Town Clerk,True,1,single,3,False,,https://www.templetonma.gov/DocumentCenter/View/2428/Annual-Report-for-Fiscal-Year-2024-PDF,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,schema-ready,"Official town sources confirm a five-member Select Board, elected Town Clerk, seven elected Planning seats, and exactly three direct-voter CPC at-large seats; six designated CPC seats are excluded.",Town Clerk
Templeton,templeton-ma/planning-board,Planning Board Member,True,7,board,3,True,,https://www.templetonma.gov/DocumentCenter/View/2428/Annual-Report-for-Fiscal-Year-2024-PDF,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,schema-ready,"Official town sources confirm a five-member Select Board, elected Town Clerk, seven elected Planning seats, and exactly three direct-voter CPC at-large seats; six designated CPC seats are excluded.",Planning Board Member
Templeton,templeton-ma/community-preservation-at-large,Community Preservation Committee At-Large Member,True,3,board,3,True,,https://www.templetonma.gov/DocumentCenter/View/2428/Annual-Report-for-Fiscal-Year-2024-PDF,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,schema-ready,"Official town sources confirm a five-member Select Board, elected Town Clerk, seven elected Planning seats, and exactly three direct-voter CPC at-large seats; six designated CPC seats are excluded.",Community Preservation Committee At-Large Member
Templeton,templeton-ma/other-elected-town-offices,Other Annual Town Election Offices,True,,unresolved,,False,,https://www.templetonma.gov/DocumentCenter/View/2428/Annual-Report-for-Fiscal-Year-2024-PDF,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,research-only-unresolved-structure,The 2026 warrant was located but the remaining office roster was not exposed reliably enough in indexed text to serialize additional complements in this pass.,Other Annual Town Election Offices
Tewksbury,tewksbury-ma/moderator,Moderator,True,1,single,3,False,,https://www.tewksbury-ma.gov/FAQ.aspx?QID=205,https://www.tewksbury-ma.gov/Archive.aspx?ADID=598,https://www.tewksbury-ma.gov/,schema-ready,Town election and current board sources identify this elected slate. Planning seats now fill three-year terms after the term-length change; appointed Assessors and non-local Housing seats are excluded.,Moderator
Tewksbury,tewksbury-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.tewksbury-ma.gov/FAQ.aspx?QID=205,https://www.tewksbury-ma.gov/Archive.aspx?ADID=598,https://www.tewksbury-ma.gov/,schema-ready,Town election and current board sources identify this elected slate. Planning seats now fill three-year terms after the term-length change; appointed Assessors and non-local Housing seats are excluded.,Select Board Member
Tewksbury,tewksbury-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.tewksbury-ma.gov/FAQ.aspx?QID=205,https://www.tewksbury-ma.gov/Archive.aspx?ADID=598,https://www.tewksbury-ma.gov/,schema-ready,Town election and current board sources identify this elected slate. Planning seats now fill three-year terms after the term-length change; appointed Assessors and non-local Housing seats are excluded.,School Committee Member
Tewksbury,tewksbury-ma/planning-board,Planning Board Member,True,5,board,3,True,,https://www.tewksbury-ma.gov/FAQ.aspx?QID=205,https://www.tewksbury-ma.gov/Archive.aspx?ADID=598,https://www.tewksbury-ma.gov/,schema-ready,Town election and current board sources identify this elected slate. Planning seats now fill three-year terms after the term-length change; appointed Assessors and non-local Housing seats are excluded.,Planning Board Member
Tewksbury,tewksbury-ma/board-health,Board of Health,True,5,board,3,True,,https://www.tewksbury-ma.gov/FAQ.aspx?QID=205,https://www.tewksbury-ma.gov/Archive.aspx?ADID=598,https://www.tewksbury-ma.gov/,schema-ready,Town election and current board sources identify this elected slate. Planning seats now fill three-year terms after the term-length change; appointed Assessors and non-local Housing seats are excluded.,Board of Health
