municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Templeton,templeton-ma/select-board,1,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/select-board,2,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/select-board,3,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/select-board,4,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/select-board,5,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/town-clerk,1,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/planning-board,1,Kirk Moschetti,verified-current,https://www.templetonma.gov/Directory.aspx?did=34,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/planning-board,2,Charles Carroll,verified-current,https://www.templetonma.gov/Directory.aspx?did=34,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/planning-board,3,Dennis Rich,verified-current,https://www.templetonma.gov/Directory.aspx?did=34,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/planning-board,4,Michael Caruso,verified-current,https://www.templetonma.gov/Directory.aspx?did=34,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/planning-board,5,Adam Little,verified-current,https://www.templetonma.gov/Directory.aspx?did=34,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/planning-board,6,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/planning-board,7,,unresolved,https://www.templetonma.gov/DocumentCenter/View/2931/May-18-2026-Annual-Town-Election?bidId=,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Templeton,templeton-ma/community-preservation-at-large,1,John Henshaw,verified-current,https://www.templetonma.gov/1327/Community-Preservation-Committee,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/community-preservation-at-large,2,Carrie Novak,verified-current,https://www.templetonma.gov/1327/Community-Preservation-Committee,2026-08-25,Current official municipal roster/source supports holder.
Templeton,templeton-ma/community-preservation-at-large,3,Jo-Anne Burdin,verified-current,https://www.templetonma.gov/1327/Community-Preservation-Committee,2026-08-25,Current official municipal roster/source supports holder.
Tewksbury,tewksbury-ma/moderator,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/select-board,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/select-board,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/select-board,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/select-board,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/select-board,5,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/school-committee,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/school-committee,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/school-committee,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/school-committee,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/school-committee,5,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/planning-board,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/planning-board,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/planning-board,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/planning-board,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/planning-board,5,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/board-health,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/board-health,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/board-health,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/board-health,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/board-health,5,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,5,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/library-trustee,6,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/housing-authority,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/housing-authority,2,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/housing-authority,3,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/housing-authority,4,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tewksbury,tewksbury-ma/shawsheen-regional-vocational-school-committee,1,,unresolved,https://www.tewksbury-ma.gov/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/moderator,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/constable,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/select-board,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/select-board,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/select-board,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-assessors,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-assessors,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-assessors,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-health,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-health,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/board-health,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/school-committee,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/school-committee,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/school-committee,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/water-commission,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/water-commission,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/water-commission,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/planning-board,1,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/planning-board,2,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/planning-board,3,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/planning-board,4,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Tisbury,tisbury-ma/planning-board,5,,unresolved,https://www.tisburyma.gov/CivicAlerts.aspx?AID=40,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
