municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Ware,ware-ma/select-board,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/select-board,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/select-board,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/select-board,4,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/select-board,5,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/moderator,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/school-committee,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/school-committee,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/school-committee,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/school-committee,4,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/school-committee,5,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-assessors,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-assessors,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-assessors,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-health,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-health,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/board-of-health,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/park-commission,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/park-commission,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/park-commission,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/cemetery-commission,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/cemetery-commission,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/cemetery-commission,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/planning-board,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/planning-board,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/planning-board,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/planning-board,4,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/planning-board,5,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/housing-authority,1,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/housing-authority,2,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/housing-authority,3,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/housing-authority,4,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Ware,ware-ma/housing-authority,5,,unresolved,https://www.townofware.com/,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/select-board,1,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/select-board,2,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/select-board,3,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/select-board,4,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/select-board,5,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/school-committee,1,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
Wareham,wareham-ma/school-committee,2,,unresolved,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,2026-08-25,Current holder not safely resolved from post-election official evidence; not presumed vacant.
