municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Ware,ware-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Select Board Member
Ware,ware-ma/moderator,Moderator,True,1,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Moderator
Ware,ware-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,School Committee Member
Ware,ware-ma/board-of-assessors,Board of Assessors Member,True,3,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Board of Assessors Member
Ware,ware-ma/board-of-health,Board of Health Member,True,3,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Board of Health Member
Ware,ware-ma/park-commission,Park Commissioner,True,3,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Park Commissioner
Ware,ware-ma/cemetery-commission,Cemetery Commissioner,True,3,board,3,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Cemetery Commissioner
Ware,ware-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,schema-ready,Current elected-office structure preserved from official annual-report materials; post-2026 holder identities left unresolved.,Planning Board Member
Ware,ware-ma/housing-authority,Housing Authority Member,True,5,board,5,True,,https://www.townofware.com/00-Full%20Report%20Web.pdf,https://www.townofware.com/,https://www.townofware.com/,research-only-unresolved-structure,"Nominal five-member authority is documented, but the current direct-voter complement versus state/tenant/appointment seats is not safely reconciled.",Housing Authority Member
Wareham,wareham-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Select Board Member
Wareham,wareham-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,School Committee Member
Wareham,wareham-ma/moderator,Moderator,True,1,board,3,False,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Moderator
Wareham,wareham-ma/deputy-moderator,Deputy Moderator,True,1,board,3,False,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Deputy Moderator
Wareham,wareham-ma/board-of-assessors,Board of Assessors Member,True,5,board,3,True,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Board of Assessors Member
Wareham,wareham-ma/sewer-commission,Sewer Commissioner,True,5,board,3,True,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Sewer Commissioner
Wareham,wareham-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://www.wareham.ma.us/,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,https://wareham.ma.us/DocumentCenter/View/7875/Ballot-Openings-May-5-2026-PDF,schema-ready,Charter/election materials support the direct-voter complement; appointed seats are excluded where applicable.,Housing Authority Member
Warren,warren-ma/moderator,Moderator,True,1,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Moderator
Warren,warren-ma/select-board,Select Board Member,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Select Board Member
Warren,warren-ma/park-commission,Park Commissioner,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Park Commissioner
Warren,warren-ma/board-of-assessors,Board of Assessors Member,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Board of Assessors Member
Warren,warren-ma/sewer-commission,Sewer Commissioner,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Sewer Commissioner
Warren,warren-ma/board-of-health,Board of Health Member,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Board of Health Member
Warren,warren-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Planning Board Member
Warren,warren-ma/cemetery-commission,Cemetery Commissioner,True,3,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Cemetery Commissioner
Warren,warren-ma/constables,Constable,True,5,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Constable
Warren,warren-ma/town-clerk,Town Clerk,True,1,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Town Clerk
Warren,warren-ma/treasurer,Treasurer,True,1,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Treasurer
Warren,warren-ma/tax-collector,Collector of Taxes,True,1,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Collector of Taxes
Warren,warren-ma/highway-surveyor,Highway Surveyor,True,1,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Highway Surveyor
Warren,warren-ma/quaboag-regional-school-committee,Quaboag Regional School Committee Member,True,6,board,3,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,schema-ready,Recent official annual-election results and municipal materials establish the elected office and cadence.,Quaboag Regional School Committee Member
Warren,warren-ma/housing-authority,Housing Authority Member,True,5,board,5,True,,https://www.warren-ma.gov/,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,https://www.warren-ma.gov/DocumentCenter/View/1956/Annual-Election-Results-May-5-2026-?bidId=,research-only-unresolved-structure,"Authority is elected in local materials, but the current direct-voter complement/transition under c.121B is not safely reconciled.",Housing Authority Member
Warwick,warwick-ma/select-board,Select Board Member,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Select Board Member
Warwick,warwick-ma/board-of-assessors,Board of Assessors Member,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Board of Assessors Member
Warwick,warwick-ma/board-of-health,Board of Health Member,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Board of Health Member
Warwick,warwick-ma/constables,Constable,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Constable
Warwick,warwick-ma/moderator,Moderator,True,1,board,1,False,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Moderator
Warwick,warwick-ma/cemetery-commission,Cemetery Commissioner,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Cemetery Commissioner
Warwick,warwick-ma/town-clerk,Town Clerk,True,1,board,3,False,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Town Clerk
Warwick,warwick-ma/tree-warden,Tree Warden,True,1,board,1,False,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Tree Warden
Warwick,warwick-ma/library-trustees,Library Trustee,True,6,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Library Trustee
Warwick,warwick-ma/school-committee,Warwick School Committee Member,True,5,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Warwick School Committee Member
Warwick,warwick-ma/highway-commission,Highway Commissioner,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Highway Commissioner
Warwick,warwick-ma/transfer-station-commission,Transfer Station Commissioner,True,3,board,3,True,,https://warwickma.org/bylaws/,https://warwickma.org/,https://warwickma.org/,schema-ready,Current bylaws and recent election/meeting materials support elected status. Former Pioneer regional-school seats are excluded after Warwick withdrawal.,Transfer Station Commissioner
Watertown,watertown-ma/council-president,Council President,True,1,board,2,True,,https://watertown-ma.gov/,https://watertown-ma.gov/election-results,https://watertown-ma.gov/election-results,schema-ready,"City election guidance establishes the direct-voter complement; Council President school membership is treated as ex officio, not an extra school seat.",Council President
Watertown,watertown-ma/councilor-at-large,Councilor At-Large,True,4,board,2,True,,https://watertown-ma.gov/,https://watertown-ma.gov/election-results,https://watertown-ma.gov/election-results,schema-ready,"City election guidance establishes the direct-voter complement; Council President school membership is treated as ex officio, not an extra school seat.",Councilor At-Large
Watertown,watertown-ma/district-councilor,District Councilor,True,4,board,2,True,,https://watertown-ma.gov/,https://watertown-ma.gov/election-results,https://watertown-ma.gov/election-results,schema-ready,"City election guidance establishes the direct-voter complement; Council President school membership is treated as ex officio, not an extra school seat.",District Councilor
Watertown,watertown-ma/school-committee,School Committee Member,True,6,board,4,True,,https://watertown-ma.gov/,https://watertown-ma.gov/election-results,https://watertown-ma.gov/election-results,schema-ready,"City election guidance establishes the direct-voter complement; Council President school membership is treated as ex officio, not an extra school seat.",School Committee Member
Watertown,watertown-ma/library-trustees,Library Trustee,True,6,board,4,True,,https://watertown-ma.gov/,https://watertown-ma.gov/election-results,https://watertown-ma.gov/election-results,schema-ready,"City election guidance establishes the direct-voter complement; Council President school membership is treated as ex officio, not an extra school seat.",Library Trustee
