municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Orange,orange-ma/select-board-member,1,Julie Davis,verified-current,https://townoforange.org/261/Select-Board,2026-08-25,
Orange,orange-ma/select-board-member,2,Reid Jeffries Anderson,verified-current,https://townoforange.org/261/Select-Board,2026-08-25,
Orange,orange-ma/select-board-member,3,Alexandre Schwanz,verified-current,https://townoforange.org/261/Select-Board,2026-08-25,
Orange,orange-ma/select-board-member,4,Kelli Gervais,verified-current,https://townoforange.org/261/Select-Board,2026-08-25,
Orange,orange-ma/select-board-member,5,David Ames,verified-current,https://townoforange.org/261/Select-Board,2026-08-25,
Orange,orange-ma/board-of-health-member,1,Patricia Pierson,verified-current,https://www.townoforange.org/184/Board-of-Health,2026-08-25,
Orange,orange-ma/board-of-health-member,2,Jane Peirce,verified-current,https://www.townoforange.org/184/Board-of-Health,2026-08-25,
Orange,orange-ma/board-of-health-member,3,Josefa Scherer,verified-current,https://www.townoforange.org/184/Board-of-Health,2026-08-25,
Orange,orange-ma/cemetery-commissioner,1,Dorothy Frye,verified-current,https://www.townoforange.org/205/Cemetery-Commission,2026-08-25,
Orange,orange-ma/cemetery-commissioner,2,Michelle LeBlanc,verified-current,https://www.townoforange.org/205/Cemetery-Commission,2026-08-25,
Orange,orange-ma/cemetery-commissioner,3,Norman Sargent,verified-current,https://www.townoforange.org/205/Cemetery-Commission,2026-08-25,
Orange,orange-ma/elementary-school-committee-member,1,Josefa Scherer,verified-current,https://www.townoforange.org/259/School-Committees,2026-08-25,
Orange,orange-ma/elementary-school-committee-member,2,Abigail Bilbrey,verified-current,https://www.townoforange.org/259/School-Committees,2026-08-25,
Orange,orange-ma/elementary-school-committee-member,3,Mallory Ellis,verified-current,https://www.townoforange.org/259/School-Committees,2026-08-25,
Orange,orange-ma/elementary-school-committee-member,4,Crystal Clarke,verified-current,https://www.townoforange.org/259/School-Committees,2026-08-25,
Orange,orange-ma/elementary-school-committee-member,5,Maria Bull,verified-current,https://www.townoforange.org/259/School-Committees,2026-08-25,
Orange,orange-ma/water-commissioner,1,Mercedes Lee Clingerman,verified-current,https://townoforange.org/Archive/ViewFile/Item/234,2026-08-25,
Orange,orange-ma/water-commissioner,2,Michael F. Hume,verified-current,https://townoforange.org/Archive/ViewFile/Item/234,2026-08-25,
Orange,orange-ma/water-commissioner,3,Leon F. Lefebvre,verified-current,https://www.townoforange.org/DocumentCenter/View/1160/2026-03-02-Town-Election-Results,2026-08-25,
