municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Wenham,wenham-ma/moderator,Moderator,True,1,board,3,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,Current code preserves a three-year elected Moderator.,Moderator
Wenham,wenham-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.wenhamma.gov/Archive/ViewFile/Item/167,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,Current operating board expanded from three to five members; 2026 warrant elects two seats.,Select Board Member
Wenham,wenham-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,,Planning Board Member
Wenham,wenham-ma/joint-library-trustees,Hamilton-Wenham Joint Library Trustee,True,6,board,3,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,Six-member joint board elected under the Hamilton-Wenham agreement.,Hamilton-Wenham Joint Library Trustee
Wenham,wenham-ma/water-commissioners,Water Commissioner,True,3,board,3,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,,Water Commissioner
Wenham,wenham-ma/housing-authority,Housing Authority Member,True,3,board,5,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.wenhamma.gov/,schema-ready,Three current local voter-elected seats are modeled; tenant and state-appointed seats are excluded.,Housing Authority Member
Wenham,wenham-ma/regional-school-committee,Hamilton-Wenham Regional School Committee Member,True,7,board,3,True,,https://ecode360.com/31532930,https://www.wenhamma.gov/AgendaCenter/ViewFile/Item/855?fileID=466,https://www.hwschools.net/,schema-ready,Seven-member regional committee elected at annual district election.,Hamilton-Wenham Regional School Committee Member
West Boylston,west-boylston-ma/moderator,Moderator,True,1,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Moderator
West Boylston,west-boylston-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Select Board Member
West Boylston,west-boylston-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,School Committee Member
West Boylston,west-boylston-ma/cemetery-trustees,Cemetery Trustee,True,3,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Cemetery Trustee
West Boylston,west-boylston-ma/library-trustees,Library Trustee,True,6,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Library Trustee
West Boylston,west-boylston-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Planning Board Member
West Boylston,west-boylston-ma/light-board,Municipal Light Board Member,True,3,board,3,True,,https://www.westboylston-ma.gov/town-clerk/pages/elected-appointed-officials,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,,Municipal Light Board Member
West Boylston,west-boylston-ma/water-commissioners,Water Commissioner,True,5,board,3,True,,https://www.westboylston-ma.gov/,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,schema-ready,Current Water Commissioners page shows five sitting members; annual ballot elects rotating three-year seats.,Water Commissioner
West Boylston,west-boylston-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://www.westboylston-ma.gov/,https://www.westboylston-ma.gov/home/news/2026-local-election-information,https://www.westboylston-ma.gov/town-clerk,research-only-unresolved-structure,Official pages continue to describe elected Housing Authority seats but current tenant/state composition conflicts with the legacy four-elected description; exact direct-voter complement is withheld.,Housing Authority Member
West Bridgewater,west-bridgewater-ma/town-clerk,Town Clerk,True,1,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Town Clerk
West Bridgewater,west-bridgewater-ma/moderator,Moderator,True,1,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Moderator
West Bridgewater,west-bridgewater-ma/tree-warden,Tree Warden,True,1,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Tree Warden
West Bridgewater,west-bridgewater-ma/constables,Constable,True,2,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Constable
West Bridgewater,west-bridgewater-ma/select-board,Select Board Member,True,3,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Select Board Member
West Bridgewater,west-bridgewater-ma/assessors,Assessor,True,3,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Assessor
West Bridgewater,west-bridgewater-ma/water-commissioners,Water Commissioner,True,3,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Water Commissioner
West Bridgewater,west-bridgewater-ma/board-of-health,Board of Health Member,True,3,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Board of Health Member
West Bridgewater,west-bridgewater-ma/school-committee,School Committee Member,True,5,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,School Committee Member
West Bridgewater,west-bridgewater-ma/library-trustees,Library Trustee,True,6,board,3,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Library Trustee
West Bridgewater,west-bridgewater-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,,Planning Board Member
West Bridgewater,west-bridgewater-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://cms1files.revize.com/westbridgewater/document_center/Clerk/GENERAL%20BY-LAWS%207-18-24.pdf,https://www.westbridgewaterma.org/,https://www.westbridgewaterma.org/,schema-ready,Four direct-voter seats; state-appointed fifth seat excluded.,Housing Authority Member
West Brookfield,west-brookfield-ma/moderator,Moderator,True,1,board,3,True,,https://www.wbrookfield.com/sites/g/files/vyhlif10131/f/uploads/2024_annual_town_report.pdf,https://www.wbrookfield.com/,https://www.wbrookfield.com/,schema-ready,,Moderator
