municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Nahant,nahant-ma/select-board,1,Patrick O’Reilly,verified,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder verified from recent official roster/election evidence.
Nahant,nahant-ma/select-board,2,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/select-board,3,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/moderator,1,Peter Barba,verified,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder verified from recent official roster/election evidence.
Nahant,nahant-ma/town-clerk,1,Diane Savage Dunfee,verified,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder verified from recent official roster/election evidence.
Nahant,nahant-ma/board-of-assessors,1,Edward “Ted” Costigan,verified,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder verified from recent official roster/election evidence.
Nahant,nahant-ma/board-of-assessors,2,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/board-of-assessors,3,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/constable,1,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/library-trustees,1,Anne Bromer,verified,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder verified from recent official roster/election evidence.
Nahant,nahant-ma/library-trustees,2,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/library-trustees,3,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/school-committee,1,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/school-committee,2,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/school-committee,3,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/school-committee,4,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/school-committee,5,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Nahant,nahant-ma/planning-board,1,,unresolved,https://www.nahant.org/wp-content/uploads/2025/05/2025-Annual-Town-Report.pdf,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
