municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Southwick,southwick-ma/board-assessors,Board of Assessors,True,3,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Board of Assessors
Southwick,southwick-ma/board-health,Board of Health,True,3,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Board of Health
Southwick,southwick-ma/cemetery-commission,Cemetery Commission,True,3,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Cemetery Commission
Southwick,southwick-ma/community-preservation-at-large,Community Preservation Committee At-Large Member,True,4,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office. Only the four direct-voter at-large CPC seats are modeled; designated board representatives are excluded.,Community Preservation Committee At-Large Member
Southwick,southwick-ma/constable,Constable,True,2,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Constable
Southwick,southwick-ma/dickinson-school-trustee,Dickinson School Trustee,True,3,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Dickinson School Trustee
Southwick,southwick-ma/district-school-committee,Southwick-Tolland Regional School Committee Member,True,5,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Southwick-Tolland Regional School Committee Member
Southwick,southwick-ma/moderator,Moderator,True,1,single,3,False,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Moderator
Southwick,southwick-ma/park-recreation-commission,Park and Recreation Commissioner,True,5,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Park and Recreation Commissioner
Southwick,southwick-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Planning Board Member
Southwick,southwick-ma/select-board,Select Board Member,True,3,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Select Board Member
Southwick,southwick-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office. Current local election practice retains four locally elected seats; non-local/appointed seats are excluded.,Housing Authority Member
Southwick,southwick-ma/library-trustee,Library Trustee,True,6,board,3,True,,https://www.southwickma.org/sites/g/files/vyhlif1241/f/pages/2026_local_positions_for_elections.pdf,https://www.southwickma.org/town-clerk/pages/elections-archive,https://www.southwickma.org/town-clerk/pages/elections-archive,schema-ready,Official election-position and board materials identify this as a voter-elected office.,Library Trustee
