ccd_slug,post_id,trustee_name,role,seat,source_title,source_url,retrieved
laredo,laredo-tx-ccd/trustee,Esteban Rangel,President,Position 6,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Ernestina "Tita" C. Vela,Vice President,Position 9,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Jackie Leven-Ramos,Secretary,Position 8,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Cindy Liendo,Parliamentarian,Position 2,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Erica Benavides Garcia,Trustee,Position 1,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Mercurio Martinez Jr.,Trustee,Position 3,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Adriana Alexander,Trustee,Position 4,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Lizzy Newsome,Trustee,Position 5,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
laredo,laredo-tx-ccd/trustee,Karina "Kari" Elizondo,Trustee,Position 7,Laredo College Board of Trustees page,https://www.laredo.edu/about/administration/board-of-trustees/index.html,2026-09-02
lee,lee-tx-ccd/trustee,Gilbert Santana,Chair,Position 3,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Pam Warford,Vice Chair,Position 4,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Mark Himsel,Secretary,Position 7,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Gina Guillory,Assistant Secretary,Position 1,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Weston Cotten,Regent,Position 9,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Daryl Fontenot,Regent,Position 6,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Mark Hall,Regent,Position 8,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Judy Jirrels,Regent,Position 2,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
lee,lee-tx-ccd/trustee,Heron Thomas,Regent,Position 5,Lee College Board of Regents page,https://www.lee.edu/regents/,2026-09-02
midland,midland-tx-ccd/trustee,Steven C. Kiser,Chairperson,Place 1,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Charlene R. McBride,Vice-Chairperson,Place 6,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Adrian Carrasco,Secretary,Place 7,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Linda J. Cowden,Trustee,Place 2,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Jacobe Kendrick,Trustee,Place 3,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Mike Oestmann,Trustee,Place 4,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Christine Foreman,Trustee,Place 5,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Scott Lynch,Trustee,Place 8,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
midland,midland-tx-ccd/trustee,Scott Kidwell,Trustee,Place 9,Midland College Board of Trustees page,https://www.midland.edu/about/guidance-vision/board-trustees.php,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Karla Metzler,Chair,Place 5,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Christy Morris,Vice-Chair,Place 1,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Jon Grime,Secretary,Place 4,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Jerry Don Henderson,Trustee,Place 6,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Erica Sullivan,Trustee,Place 3,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Lisa Bellows Ph.D.,Trustee,Place 7,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
north-central-texas,north-central-texas-tx-ccd/trustee,Aaron Krebs,Trustee,Place 2,NCTC Board of Regents page,https://www.nctc.edu/about/board-of-regents/,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Robin Sharp,Chair,Place 6,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Russell East,Vice Chair,Place 4,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Sondra A. Fowler,Secretary,Place 3,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Brian Applegate,Trustee,Place 2,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Chad Elledge,Trustee,Place 1,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Kerry Wootten,Trustee,Place 7,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
northeast-texas,northeast-texas-tx-ccd/trustee,Dr. Gerald Stagg,Trustee,Place 5,NTCC Board of Trustees page,https://www.ntcc.edu/about-us/board-trustees,2026-09-02
panola,panola-tx-ccd/trustee,Kevin Smith,Chair,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
panola,panola-tx-ccd/trustee,William Goolsby,Vice Chair,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
panola,panola-tx-ccd/trustee,Fatha Burchette,Secretary,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
panola,panola-tx-ccd/trustee,Brooke Lipsey,Trustee,,Panola College Board of Trustees page,https://www.panola.edu/about/board-trustees,2026-09-02
