municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Plymouth,plymouth-ma/select-board-member,Select Board Member,True,5,at-large,3,True,,https://www.plymouth-ma.gov/DocumentCenter/View/2912/Charter-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,,Select Board Member
Plymouth,plymouth-ma/school-committee-member,School Committee Member,True,7,at-large,3,True,,https://www.plymouth-ma.gov/DocumentCenter/View/2912/Charter-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,,School Committee Member
Plymouth,plymouth-ma/moderator,Moderator,True,1,at-large,3,False,,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,,Moderator
Plymouth,plymouth-ma/planning-board-member,Planning Board Member,True,5,at-large,5,True,,https://www.plymouth-ma.gov/DocumentCenter/View/2912/Charter-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,,Planning Board Member
Plymouth,plymouth-ma/housing-authority-member,Housing Authority Member,True,3,at-large,5,True,,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,Current M.G.L. c.121B §5 expressly overrides inconsistent charter/special-law composition: three locally elected seats plus one tenant appointee and one state appointee.,Housing Authority Member
Plymouth,plymouth-ma/redevelopment-authority-member,Redevelopment Authority Member,True,4,at-large,5,True,,https://www.plymouth-ma.gov/DocumentCenter/View/2912/Charter-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,Four locally elected seats modeled; separate state-appointed member excluded.,Redevelopment Authority Member
Plymouth,plymouth-ma/representative-town-meeting-member,Representative Town Meeting Member,True,162,precinct,3,True,,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/9752/2026-Candidate-Info-Packet-PDF,https://www.plymouth-ma.gov/DocumentCenter/View/10759/May-16-2026---Official-Local-Election-Results-PDF,schema-ready,162 elected representatives: 18 precincts x 9 seats; ex-officio municipal officers are not added to the elected seat count.,Representative Town Meeting Member
Plympton,plympton-ma/select-board-member,Select Board Member,True,3,at-large,3,True,,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/14767/Official-Election-Results-051626,schema-ready,,Select Board Member
Plympton,plympton-ma/assessor,Assessor,True,3,at-large,3,True,,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/14767/Official-Election-Results-051626,schema-ready,,Assessor
Plympton,plympton-ma/board-of-health-member,Board of Health Member,True,3,at-large,3,True,,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/7381/incumbents_and_vacancies_up_for_051626_election_1,https://www.town.plympton.ma.us/DocumentCenter/View/14767/Official-Election-Results-051626,schema-ready,,Board of Health Member
