municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Westford,westford-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,Five direct-voter members; 2026 result includes a one-year vacancy term.,Select Board Member
Westford,westford-ma/board-of-health,Board of Health Member,True,5,board,3,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,,Board of Health Member
Westford,westford-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,Four locally elected seats; one state-appointed seat excluded.,Housing Authority Member
Westford,westford-ma/library-trustees,Library Trustee,True,6,board,3,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,,Library Trustee
Westford,westford-ma/moderator,Town Moderator,True,1,single,3,False,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,,Town Moderator
Westford,westford-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,,Planning Board Member
Westford,westford-ma/school-committee,School Committee Member,True,7,board,3,True,,https://www.westfordma.gov/Archive.aspx?ADID=5008,https://www.westfordma.gov/,https://westfordma.gov/DocumentCenter/View/18185/5-5-2026-Annual-election-OFFICIAL-results-pm-2,schema-ready,,School Committee Member
Westhampton,westhampton-ma/selectboard,Selectboard Member,True,3,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,,Selectboard Member
Westhampton,westhampton-ma/finance-committee,Finance Committee Member,True,7,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,Membership reduced from ten to seven by 2024 town action.,Finance Committee Member
Westhampton,westhampton-ma/board-of-assessors,Assessor,True,3,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,,Assessor
Westhampton,westhampton-ma/school-committee,School Committee Member,True,5,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,,School Committee Member
Westhampton,westhampton-ma/planning-board,Planning Board Member,True,5,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,,Planning Board Member
Westhampton,westhampton-ma/hampshire-regional-school-committee,Hampshire Regional School Committee Member,True,2,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,Two current direct-voter Westhampton seats are modeled; a separate local-school-appointed representative is excluded.,Hampshire Regional School Committee Member
Westhampton,westhampton-ma/constables,Constable,True,3,board,3,True,,https://westhamptonma.gov/wp-content/uploads/GENERAL-BYLAW-Master-Document-as-of-May-1-2025.pdf,https://westhamptonma.gov/,https://westhamptonma.gov/wp-content/uploads/OFFICIAL-ELECTION-RESULTS-Local-June-6-2026-1.pdf,schema-ready,"Three geographically named constable seats: North, Center, and South.",Constable
