municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Uxbridge,uxbridge-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,Select Board Member
Uxbridge,uxbridge-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,School Committee Member
Uxbridge,uxbridge-ma/moderator,Moderator,True,1,single,3,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,Moderator
Uxbridge,uxbridge-ma/housing-authority,Housing Authority Direct-Elected Member,True,4,board,5,True,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,Housing Authority Direct-Elected Member
Uxbridge,uxbridge-ma/library-trustee,Library Trustee,True,6,board,3,True,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,Library Trustee
Uxbridge,uxbridge-ma/board-health,Board of Health,True,5,board,3,True,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,schema-ready,Current charter/election materials establish these elected offices; Housing state/appointed seats are excluded.,Board of Health
Uxbridge,uxbridge-ma/finance-committee,Finance Committee Member,True,,unresolved,,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,research-only-unresolved-structure,"The 2026 open-seat notice proves this elected office, but the exact current total complement was not safely established in this pass; row is research-only.",Finance Committee Member
Uxbridge,uxbridge-ma/edward-thayer-fund,Edward C. Thayer Fund Trustee,True,,unresolved,,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,research-only-unresolved-structure,"The 2026 open-seat notice proves this elected office, but the exact current total complement was not safely established in this pass; row is research-only.",Edward C. Thayer Fund Trustee
Uxbridge,uxbridge-ma/soldiers-memorial-veteran,Trustee of Soldiers Memorials - Veteran Seat,True,,unresolved,,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,research-only-unresolved-structure,"The 2026 open-seat notice proves this elected office, but the exact current total complement was not safely established in this pass; row is research-only.",Trustee of Soldiers Memorials - Veteran Seat
Uxbridge,uxbridge-ma/soldiers-memorial-nonveteran,Trustee of Soldiers Memorials - Non-Veteran Seat,True,,unresolved,,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,research-only-unresolved-structure,"The 2026 open-seat notice proves this elected office, but the exact current total complement was not safely established in this pass; row is research-only.",Trustee of Soldiers Memorials - Non-Veteran Seat
Uxbridge,uxbridge-ma/blackstone-valley-vocational-school-committee,Blackstone Valley Regional Vocational School Committee Member,True,,unresolved,,False,,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/sites/g/files/vyhlif3971/f/uploads/2026_open_elected_seats.pdf,https://www.uxbridge-ma.gov/,research-only-unresolved-structure,"The 2026 open-seat notice proves this elected office, but the exact current total complement was not safely established in this pass; row is research-only.",Blackstone Valley Regional Vocational School Committee Member
Wakefield,wakefield-ma/town-council,Town Councilor,True,7,board,3,True,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Town Councilor
Wakefield,wakefield-ma/moderator,Moderator,True,1,single,3,False,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Moderator
Wakefield,wakefield-ma/town-clerk,Town Clerk,True,1,single,3,False,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Town Clerk
Wakefield,wakefield-ma/board-assessors,Board of Assessors,True,3,board,3,True,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Board of Assessors
Wakefield,wakefield-ma/tax-collector,Tax Collector,True,1,single,3,False,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Tax Collector
Wakefield,wakefield-ma/treasurer,Town Treasurer,True,1,single,3,False,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,Town Treasurer
Wakefield,wakefield-ma/school-committee,School Committee Member,True,7,board,3,True,,https://www.wakefield.ma.us/sites/g/files/vyhlif1366/f/uploads/2023_annual_report.pdf,https://www.wakefield.ma.us/town-clerk/elections,https://www.wakefield.ma.us/town-clerk/elections,schema-ready,Official annual report and 2026 ballot materials enumerate this unusually broad elected slate. Housing appointed/non-local seats are excluded.,School Committee Member
