municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Petersham,petersham-ma/select-board-member,1,Deborah Poodry,verified-current,https://townofpetersham.gov/selectboard/,2026-08-25,
Petersham,petersham-ma/select-board-member,2,Josh Chernin,verified-current,https://townofpetersham.gov/selectboard/,2026-08-25,
Petersham,petersham-ma/select-board-member,3,,unresolved,https://townofpetersham.gov/town-election-august-24/,2026-08-25,"August 24, 2026 special election occurred one day before retrieval, but the official result was not yet available."
Petersham,petersham-ma/assessor,1,Ellen Anderson,verified-current,https://townofpetersham.gov/assessors/,2026-08-25,
Petersham,petersham-ma/assessor,2,Jean Robinson,verified-current,https://townofpetersham.gov/assessors/,2026-08-25,
Petersham,petersham-ma/assessor,3,Jamie Hatch,verified-current,https://townofpetersham.gov/assessors/,2026-08-25,
Petersham,petersham-ma/board-of-health-member,1,Rebecca Jackson,verified-current,https://townofpetersham.gov/health/,2026-08-25,
Petersham,petersham-ma/board-of-health-member,2,Rich Nicoletti,verified-current,https://townofpetersham.gov/health/,2026-08-25,
Petersham,petersham-ma/board-of-health-member,3,Carly Hutchinson,verified-current,https://townofpetersham.gov/health/,2026-08-25,
Petersham,petersham-ma/planning-board-member,1,Fraser Sinclair,verified-current,https://townofpetersham.gov/planning-board/,2026-08-25,
Petersham,petersham-ma/planning-board-member,2,Donna Byron,verified-current,https://townofpetersham.gov/planning-board/,2026-08-25,
Petersham,petersham-ma/planning-board-member,3,Rich Lent,verified-current,https://townofpetersham.gov/planning-board/,2026-08-25,
Petersham,petersham-ma/planning-board-member,4,John Lawson,verified-current,https://townofpetersham.gov/planning-board/,2026-08-25,
Petersham,petersham-ma/planning-board-member,5,Irene Perkins,verified-current,https://townofpetersham.gov/planning-board/,2026-08-25,
Petersham,petersham-ma/moderator,1,Bart Wendell,verified-current,https://townofpetersham.gov/directory/,2026-08-25,
Petersham,petersham-ma/treasurer,1,Dana Robinson,verified-current,https://townofpetersham.gov/directory/,2026-08-25,
Petersham,petersham-ma/mahar-regional-school-committee-member,allocation,,unresolved,https://townofpetersham.gov/wp-content/uploads/2026/03/Specimen-Ballot-Apr-6-2026.pdf,2026-08-25,Total Petersham allocation/current holder chain remains unresolved.
Petersham,petersham-ma/school-committee-member,seat-count,,unresolved,https://townofpetersham.gov/wp-content/uploads/2026/03/Specimen-Ballot-Apr-6-2026.pdf,2026-08-25,Local committee total elected seat count/current complete roster unresolved.
