municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Westwood,westwood-ma/school-committee,1,Anthony “Tony” Mullin,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/school-committee,2,Dorothy “Dori” Parmelee,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/school-committee,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/school-committee,4,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/school-committee,5,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/select-board,1,Marianne LeBlanc Cummings,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/select-board,2,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/select-board,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/sewer-commission,1,David Krumsiek,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/sewer-commission,2,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/sewer-commission,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/town-clerk,1,Dorothy A Powers,verified,https://www.townhall.westwood.ma.us/departments/town-clerk,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/board-of-assessors,1,Christopher McKeown,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/board-of-assessors,2,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/board-of-assessors,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/blue-hills-regional-vocational-school-committee,1,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/housing-authority,1,Christine Previtera,verified,https://www.townhall.westwood.ma.us/home/showpublisheddocument/28442/638195006750004604,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/housing-authority,2,Elissa Gordet Franco,verified,https://www.townhall.westwood.ma.us/home/showpublisheddocument/28442/638195006750004604,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/housing-authority,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/housing-authority,4,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/library-trustees,1,Paul Fitzgerald,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/library-trustees,2,Tina Bronkhorst,verified,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Westwood,westwood-ma/library-trustees,3,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/library-trustees,4,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Westwood,westwood-ma/library-trustees,5,,unresolved,https://www.townhall.westwood.ma.us/departments/town-clerk/voting-elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
