municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Paxton,paxton-ma/select-board-member,Select Board Member,True,5,at-large,3,True,,https://www.paxtonma.gov/1221/Select-Board,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Select Board Member
Paxton,paxton-ma/assessor,Assessor,True,3,at-large,3,True,,https://paxtonma.gov/1241/Board-of-Assessors,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Assessor
Paxton,paxton-ma/board-of-health-member,Board of Health Member,True,3,at-large,3,True,,https://www.paxtonma.gov/1240/Board-of-Health,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Board of Health Member
Paxton,paxton-ma/cemetery-commissioner,Cemetery Commissioner,True,3,at-large,3,True,,https://www.paxtonma.gov/1237/Cemetery-Commission,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Cemetery Commissioner
Paxton,paxton-ma/constable,Constable,True,2,at-large,3,True,,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Constable
Paxton,paxton-ma/library-trustee,Library Trustee,True,6,at-large,3,True,,https://www.paxtonma.gov/1223/Richards-Memorial-Library-Board-of-Trust,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Library Trustee
Paxton,paxton-ma/moderator,Moderator,True,1,at-large,3,False,,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Moderator
Paxton,paxton-ma/municipal-light-commissioner,Municipal Light Commissioner,True,3,at-large,3,True,,https://www.paxtonma.gov/1227/Light-Commission,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Municipal Light Commissioner
Paxton,paxton-ma/planning-board-member,Planning Board Member,True,5,at-large,5,True,,https://www.paxtonma.gov/1225/Planning-Board,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Planning Board Member
Paxton,paxton-ma/recreation-commissioner,Recreation Commissioner,True,5,at-large,3,True,,https://www.paxtonma.gov/1224/Recreation-Commission,https://www.paxtonma.gov/1584/Annual-Town-Election,https://www.paxtonma.gov/DocumentCenter/View/4568/ATE-Official-Results-5112026,schema-ready,,Recreation Commissioner
