municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Stoneham,stoneham-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Select Board Member
Stoneham,stoneham-ma/school-committee,School Committee Member,True,5,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,School Committee Member
Stoneham,stoneham-ma/town-clerk,Town Clerk,True,1,single,3,False,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Town Clerk
Stoneham,stoneham-ma/board-assessors,Board of Assessors,True,3,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Board of Assessors
Stoneham,stoneham-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Planning Board Member
Stoneham,stoneham-ma/constable,Constable,True,3,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Constable
Stoneham,stoneham-ma/library-trustee,Library Trustee,True,6,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Library Trustee
Stoneham,stoneham-ma/board-health,Board of Health,True,3,board,3,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Board of Health
Stoneham,stoneham-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office. Modeled as four locally elected seats under current local election practice; non-local/appointed seat excluded.,Housing Authority Member
Stoneham,stoneham-ma/moderator,Moderator,True,1,single,3,False,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Moderator
Stoneham,stoneham-ma/northeast-metro-vocational-school-representative,Northeast Metro Regional Vocational School Representative,True,1,single,3,False,,https://www.stoneham-ma.gov/175/Town-Government,https://www.stoneham-ma.gov/260/Elections-Voting,https://www.stoneham-ma.gov/DocumentCenter/View/12051/2026-Annual-Town-Election,schema-ready,Official town-government and election materials identify this as a direct-voter office.,Northeast Metro Regional Vocational School Representative
Stoughton,stoughton-ma/select-board,Select Board Member,True,5,board,3,True,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office.,Select Board Member
Stoughton,stoughton-ma/school-committee,School Committee Member,True,5,board,3,True,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office.,School Committee Member
Stoughton,stoughton-ma/housing-authority,Housing Authority Member,True,4,board,5,True,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office. State-appointed seat is excluded from the locally elected complement.,Housing Authority Member
Stoughton,stoughton-ma/redevelopment-authority,Redevelopment Authority Member,True,4,board,5,True,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office. State-appointed seat is excluded from the locally elected complement.,Redevelopment Authority Member
Stoughton,stoughton-ma/moderator,Moderator,True,1,single,3,False,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office.,Moderator
Stoughton,stoughton-ma/southeastern-regional-vocational-school-committee,Southeastern Regional Vocational Technical School Committee Member,True,1,single,4,False,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,Official elected-official roster and 2026 warrant establish this direct-voter office.,Southeastern Regional Vocational Technical School Committee Member
Stoughton,stoughton-ma/town-meeting-representative,Town Meeting Representative,True,168,board,3,True,,https://stoughton.org/ArchiveCenter/ViewFile/Item/1135,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,https://stoughton.org/DocumentCenter/View/6347/2026-ATM-STM-Warrant-Book-with-Articles-Motions-and-Committee-Reports,schema-ready,"Official elected-official roster and 2026 warrant establish this direct-voter office. 168 seats = 21 representatives in each of eight precincts, with staggered three-year terms.",Town Meeting Representative
Stow,stow-ma/select-board,Select Board Member,True,5,board,3,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office.,Select Board Member
Stow,stow-ma/board-health,Board of Health,True,3,board,3,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office.,Board of Health
Stow,stow-ma/nashoba-regional-school-committee,Nashoba Regional School District Committee Member,True,4,board,3,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office.,Nashoba Regional School District Committee Member
Stow,stow-ma/housing-authority,Stow Housing Authority Member,True,4,board,5,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office. Local elected-official records and the 2026 five-year ballot seat support four locally elected seats.,Stow Housing Authority Member
Stow,stow-ma/library-trustee,Randall Library Trustee,True,7,board,3,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office. Charter expressly fixes the board at seven elected members.,Randall Library Trustee
Stow,stow-ma/planning-board,Planning Board Member,True,5,board,5,True,,https://www.stow-ma.gov/DocumentCenter/View/8160/Town-Charter-PDF,https://www.stow-ma.gov/494/Elected-Offices-How-To-Run-for-Local-Off,https://www.stow-ma.gov/DocumentCenter/View/9360/WEB-RESULTS-05162026-ATE?bidId=,schema-ready,Town charter and official election materials support this direct-voter office.,Planning Board Member
