municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Richmond,richmond-ma/select-board-member,1,Alan Hanson,verified-current,https://www.mma.org/community/richmond/,2026-08-25,MMA current municipality profile identifies the Select Board.
Richmond,richmond-ma/select-board-member,2,Roger Manzolini,verified-current,https://www.mma.org/community/richmond/,2026-08-25,MMA current municipality profile identifies the Select Board.
Richmond,richmond-ma/select-board-member,3,Neal Pilson,verified-current,https://www.mma.org/community/richmond/,2026-08-25,MMA current municipality profile identifies the Select Board.
Richmond,richmond-ma/school-committee-member,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/school-committee-member,2,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/school-committee-member,3,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/school-committee-member,4,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/school-committee-member,5,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/board-of-health-member,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/board-of-health-member,2,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/board-of-health-member,3,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/board-of-health-member,4,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/board-of-health-member,5,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/library-trustee,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/library-trustee,2,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/library-trustee,3,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/moderator,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/finance-committee-member,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/finance-committee-member,2,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/finance-committee-member,3,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/finance-committee-member,4,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/finance-committee-member,5,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
Richmond,richmond-ma/planning-board-member,1,,unresolved,https://cms6.revize.com/revize/richmondma/Bylaws%20Final%20thru%20May%2015%2C%202024.pdf,2026-08-25,Current holder not safely reconciled after the 2026 election; preserved as unresolved rather than carrying a stale name.
