municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Leominster,leominster-ma/mayor,1,Dean Mazzarella,verified,https://www.leominster-ma.gov/157/Mayors-Office,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,At Large,Thomas F. Ardinger,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,At Large,Claire M. Freda,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,At Large,Brandon L. Robbins,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,At Large,Susan Chalifoux Zephir,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,Ward 1,Eladia Romero,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,Ward 2,Pauline M. Cormier,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,Ward 3,David R. Cormier,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,Ward 4,Mark C. Bodanza,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/city-council,Ward 5,Carrie Noseworthy,verified,https://www.leominster-ma.gov/221/City-Council,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,At Large,Salvatore Perla,verified,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,At Large,Caleb R. Weldon,verified,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,At Large,Gregory Thomas,verified,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,Ward 4,Josh Bowdridge,verified,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,Ward 5,Eileen Griffin,verified,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder verified from recent official roster/election evidence.
Leominster,leominster-ma/school-committee,6,,unresolved,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leominster,leominster-ma/school-committee,7,,unresolved,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leominster,leominster-ma/school-committee,8,,unresolved,https://www.leominster-ma.gov/376/Elections,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/select-board,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/select-board,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/select-board,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/finance-committee,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/finance-committee,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/finance-committee,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/finance-committee,4,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/finance-committee,5,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-health,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-health,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-health,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-health,4,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-health,5,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/school-committee,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/school-committee,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/school-committee,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/school-committee,4,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/school-committee,5,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-assessors,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-assessors,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/board-of-assessors,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/library-trustees,1,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/library-trustees,2,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
Leverett,leverett-ma/library-trustees,3,,unresolved,https://www.leverett.ma.us/town-clerk,2026-08-25,Current holder not safely reconciled from authoritative 2026 evidence.
