municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Randolph,randolph-ma/town-councillor-at-large,1,Jason Adams,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/town-councillor-at-large,2,Brandon Thompson,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/town-councillor-at-large,3,Ken Clifton,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/town-councillor-at-large,4,Katrina Huff-Larmond,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/town-councillor-at-large,5,Jesse Gordon,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/district-councillor,District 1,Andrew Piscatelli,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/district-councillor,District 2,Edward L. Gilbert,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/district-councillor,District 3,Natacha Clerger,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/district-councillor,District 4,Christos Alexopoulos,verified-current,https://www.randolph-ma.gov/137/Town-Council,2026-08-25,
Randolph,randolph-ma/school-committee-member,1,Lisa Millwood,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/school-committee-member,2,Jaime Ackles,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/school-committee-member,3,Kirby Christian,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/school-committee-member,4,Beverly Coles-Roby,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/school-committee-member,5,Ida Gordon,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/school-committee-member,6,Andrea Nixon,verified-current,https://www.randolph-ma.gov/193/School-Committee,2026-08-25,
Randolph,randolph-ma/stetson-fund-trustee,1,Henry M. Cooke IV,verified-current,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,2026-08-25,
Randolph,randolph-ma/stetson-fund-trustee,2,F. Marie Morisset,verified-current,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,2026-08-25,
Randolph,randolph-ma/stetson-fund-trustee,3,Ira E. Greene,verified-current,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,2026-08-25,
Raynham,raynham-ma/select-board-member,1,Patricia Riley,verified-current,https://www.town.raynham.ma.us/town-administratorselect-board/select-boardhealth,2026-08-25,
Raynham,raynham-ma/select-board-member,2,Joseph Pacheco,verified-current,https://www.town.raynham.ma.us/town-administratorselect-board/select-boardhealth,2026-08-25,
Raynham,raynham-ma/select-board-member,3,Matthew Andrade,verified-current,https://www.town.raynham.ma.us/town-administratorselect-board/select-boardhealth,2026-08-25,
Raynham,raynham-ma/assessor,1,AJ Andrews,verified-current,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/agendas/agenda_3-17-26.pdf,2026-08-25,
Raynham,raynham-ma/assessor,2,Christopher J. Gallagher,verified-current,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/agendas/agenda_3-17-26.pdf,2026-08-25,
Raynham,raynham-ma/assessor,3,Jennifer Bank Oldfield,verified-current,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/agendas/agenda_3-17-26.pdf,2026-08-25,
Raynham,raynham-ma/sewer-commissioner,1,Joseph A. Bettencourt,verified-current,https://www.town.raynham.ma.us/sewer-commission/files/2026-sewer-commission-meeting-schedule,2026-08-25,
Raynham,raynham-ma/sewer-commissioner,2,Joseph M. Bickel,verified-current,https://www.town.raynham.ma.us/sewer-commission/files/2026-sewer-commission-meeting-schedule,2026-08-25,
Raynham,raynham-ma/sewer-commissioner,3,Jeff Kelleher,verified-current,https://www.town.raynham.ma.us/sewer-commission/files/2026-sewer-commission-meeting-schedule,2026-08-25,
Raynham,raynham-ma/park-recreation-commissioner,1,Christopher Shaw,verified-current,https://www.town.raynham.ma.us/park-recreation-commission,2026-08-25,
Raynham,raynham-ma/park-recreation-commissioner,2,Riley Menconi,verified-current,https://www.town.raynham.ma.us/park-recreation-commission,2026-08-25,
Raynham,raynham-ma/park-recreation-commissioner,3,Edmund Ericson Jr.,verified-current,https://www.town.raynham.ma.us/park-recreation-commission,2026-08-25,
Raynham,raynham-ma/planning-board-member,1,Christopher Gallagher,verified-current,https://www.town.raynham.ma.us/planning-board,2026-08-25,
Raynham,raynham-ma/planning-board-member,2,Anthony Niccoli,verified-current,https://www.town.raynham.ma.us/planning-board,2026-08-25,
Raynham,raynham-ma/planning-board-member,3,Brian Oldfield,verified-current,https://www.town.raynham.ma.us/planning-board,2026-08-25,
Raynham,raynham-ma/planning-board-member,4,Pamela Menconi,verified-current,https://www.town.raynham.ma.us/planning-board,2026-08-25,
Raynham,raynham-ma/planning-board-member,5,,unresolved,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,2026-08-25,The fifth Planning Board seat was in the 2026 election cycle and was not safely reconciled to a current official post-election roster.
Raynham,raynham-ma/moderator,1,John Donahue,verified-current,https://www.town.raynham.ma.us/raynham-public-library/minutes/minutes-april-2025,2026-08-25,
Raynham,raynham-ma/town-clerk,1,,unresolved,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,2026-08-25,"Town Clerk remains an elected office, but the current post-2026 holder was not safely reconciled from a sufficiently current official source."
Raynham,raynham-ma/cemetery-commissioner,1,,unresolved,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,2026-08-25,Current post-2026 Cemetery Commission roster was not safely reconciled; administrative metadata conflicts with the elected ballot structure.
