municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Randolph,randolph-ma/town-councillor-at-large,Town Councillor At Large,True,5,at-large,2,False,,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,schema-ready,Official candidate guide identifies five at-large Town Council seats.,Town Councillor At Large
Randolph,randolph-ma/district-councillor,District Councillor,True,4,district,2,False,,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,schema-ready,Official candidate guide identifies four district Town Council seats.,District Councillor
Randolph,randolph-ma/school-committee-member,School Committee Member,True,6,at-large,2,False,,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,schema-ready,Six voter-elected School Committee seats; one Town Council representative is separately appointed and excluded.,School Committee Member
Randolph,randolph-ma/stetson-fund-trustee,Stetson Fund Trustee,True,3,at-large,2,False,,https://www.randolph-ma.gov/426/Trustees-of-Stetson-Hall,https://www.randolph-ma.gov/DocumentCenter/View/3243/How-to-Run-for-Office-2025,https://randolph-ma.gov/DocumentCenter/View/3550/11-4-25-Unofficial-Results-Website,schema-ready,Official town page describes a three-member elected board.,Trustee of the Stetson Fund
Raynham,raynham-ma/select-board-member,Select Board Member,True,3,at-large,3,True,,https://www.town.raynham.ma.us/selectmen-administration/files/division-local-services-finance-structure-review,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Select Board Member
Raynham,raynham-ma/town-clerk,Town Clerk,True,1,at-large,3,False,,https://www.town.raynham.ma.us/home/news/annual-town-election-april-28-2018,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Town Clerk
Raynham,raynham-ma/moderator,Moderator,True,1,at-large,3,False,,https://www.town.raynham.ma.us/home/news/annual-town-election-april-28-2018,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Moderator
Raynham,raynham-ma/assessor,Assessor,True,3,at-large,3,True,,https://www.town.raynham.ma.us/selectmen-administration/files/division-local-services-finance-structure-review,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Assessor
Raynham,raynham-ma/sewer-commissioner,Sewer Commissioner,True,3,at-large,3,True,,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Sewer Commissioner
Raynham,raynham-ma/planning-board-member,Planning Board Member,True,5,at-large,5,True,,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Planning Board Member
Raynham,raynham-ma/park-recreation-commissioner,Park and Recreation Commissioner,True,3,at-large,3,True,,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Park and Recreation Commissioner
Raynham,raynham-ma/cemetery-commissioner,Cemetery Commissioner,True,3,at-large,3,True,,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Cemetery Commissioner
Raynham,raynham-ma/housing-authority-member,Housing Authority Member,True,3,at-large,5,True,,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,Current M.G.L. c.121B §5 supplies the three locally elected town seats; tenant/state appointees excluded.,Housing Authority Member
Raynham,raynham-ma/bridgewater-raynham-regional-school-committee-raynham-member,Regional School Committee Raynham Member,True,4,municipality-allocated,3,True,,https://www.mass.gov/doc/bridgewater-raynhampdf/download,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,"Regional agreement fixes eight at-large committee members, four from each town; current district roster does not safely identify which four are Raynham.",Regional School Committee Raynham Member
Raynham,raynham-ma/raynham-center-water-district-water-commissioner,Water District Commissioner,True,3,special-district,3,True,,https://raynhamcenterwater.com/2025warrantannualmeeting.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Water District Commissioner
Raynham,raynham-ma/raynham-center-water-district-moderator,Water District Moderator,True,1,special-district,1,False,,https://raynhamcenterwater.com/2025warrantannualmeeting.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Water District Moderator
Raynham,raynham-ma/north-raynham-water-district-water-commissioner,Water District Commissioner,True,3,special-district,3,True,,https://www.nrwd.org/aboutus.html,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Water District Commissioner
Raynham,raynham-ma/north-raynham-water-district-moderator,Water District Moderator,True,1,special-district,1,False,,https://www.nrwd.org/,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,https://www.town.raynham.ma.us/sites/g/files/vyhlif1111/f/news/annual_town_election_2026_specimen_ballot.pdf,schema-ready,,Water District Moderator
Reading,reading-ma/select-board-member,Select Board Member,True,5,at-large,3,True,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,Select Board Member
Reading,reading-ma/school-committee-member,School Committee Member,True,6,at-large,3,True,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,School Committee Member
Reading,reading-ma/library-trustee,Library Trustee,True,6,at-large,3,True,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,Library Trustee
Reading,reading-ma/municipal-light-board-commissioner,Municipal Light Board Commissioner,True,5,at-large,3,True,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,Municipal Light Board Commissioner
Reading,reading-ma/moderator,Moderator,True,1,at-large,1,False,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,Moderator
Reading,reading-ma/representative-town-meeting-member,Representative Town Meeting Member,True,192,precinct,3,True,,https://www.readingma.gov/DocumentCenter/View/2240/Reading-Home-Rule-Charter-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,"192 elected representatives: eight precincts x 24 seats, staggered three-year terms. Current roster has one explicit vacancy.",Representative Town Meeting Member
Reading,reading-ma/northeast-metropolitan-regional-vocational-school-committee-member,Regional Vocational School Committee Member,True,1,municipality-allocated,4,False,,https://www.readingma.gov/DocumentCenter/View/15697/2024-11-05-Presidential-Election-Sample-Ballot-PDF-,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,https://www.readingma.gov/DocumentCenter/View/19689/2026-04-07-Local-Election-Results-PDF,schema-ready,,Regional Vocational School Committee Member
Rehoboth,rehoboth-ma/moderator,Moderator,True,1,at-large,1,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Moderator
Rehoboth,rehoboth-ma/town-clerk,Town Clerk,True,1,at-large,3,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Town Clerk
Rehoboth,rehoboth-ma/tax-collector,Tax Collector,True,1,at-large,3,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Tax Collector
Rehoboth,rehoboth-ma/treasurer,Treasurer,True,1,at-large,3,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Treasurer
Rehoboth,rehoboth-ma/tree-warden,Tree Warden,True,1,at-large,3,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Tree Warden
Rehoboth,rehoboth-ma/select-board-member,Select Board Member,True,5,at-large,3,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Select Board Member
Rehoboth,rehoboth-ma/assessor,Assessor,True,3,at-large,3,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Assessor
Rehoboth,rehoboth-ma/dighton-rehoboth-regional-school-committee-member,Regional School Committee Member,True,5,municipality-allocated,3,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Regional School Committee Member
Rehoboth,rehoboth-ma/planning-board-member,Planning Board Member,True,7,at-large,5,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Planning Board Member
Rehoboth,rehoboth-ma/park-commissioner,Park Commissioner,True,5,at-large,5,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Park Commissioner
Rehoboth,rehoboth-ma/constable,Constable,True,3,at-large,3,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Constable
Rehoboth,rehoboth-ma/housing-authority-member,Housing Authority Member,True,3,at-large,5,True,,https://malegislature.gov/Laws/GeneralLaws/PartI/TitleXVII/Chapter121b/Section5,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,"Current M.G.L. c.121B §5 supersedes older four-elected-seat local adoption; three locally elected seats are modeled, tenant/state appointees excluded.",Housing Authority Member
Rehoboth,rehoboth-ma/stormwater-officer,Stormwater Officer,True,1,at-large,3,False,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Stormwater Officer
Rehoboth,rehoboth-ma/water-commissioner,Water Commissioner,True,3,at-large,3,True,,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/rehoboth-tally-ate-6-30-2020-official-ns.pdf,https://www.town.rehoboth.ma.us/sites/g/files/vyhlif4911/f/uploads/general_by_law_10-29-19-stm-final-2-3-2020.pdf,https://www.town.rehoboth.ma.us/,schema-ready,,Water Commissioner
Revere,revere-ma/mayor,Mayor,True,1,at-large,4,False,,https://www.revere.org/departments/mayors-office,https://www.revere.org/elected-officials/city-council,https://www.revere.org/elected-officials/city-council,schema-ready,,Mayor
Revere,revere-ma/city-councillor-at-large,City Councillor At Large,True,5,at-large,2,False,,https://www.revere.org/elected-officials/city-council,https://www.revere.org/elected-officials/city-council,https://www.revere.org/elected-officials/city-council,schema-ready,,City Councillor At Large
Revere,revere-ma/ward-councillor,Ward Councillor,True,6,ward,2,False,,https://www.revere.org/elected-officials/city-council,https://www.revere.org/elected-officials/city-council,https://www.revere.org/elected-officials/city-council,schema-ready,,Ward Councillor
Revere,revere-ma/school-committee-member,School Committee Member,True,8,mixed,2,False,,https://malegislature.gov/Laws/SessionLaws/Acts/2024/Chapter7,https://www.revere.org/elected-officials/school-committee,https://www.revere.org/elected-officials/school-committee,schema-ready,Eight voter-elected seats: six ward seats plus two at-large. Mayor serves ex officio and is excluded from the elected seat count.,School Committee Member
Revere,revere-ma/northeast-metropolitan-regional-vocational-school-committee-member,Regional Vocational School Committee Member,True,1,municipality-allocated,4,False,,https://northeastmetrotech.com/77018_2,https://northeastmetrotech.com/77018_2,https://northeastmetrotech.com/77018_2,schema-ready,,Northeast Metropolitan Regional Vocational School Committee Member
