municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Salisbury,salisbury-ma/select-board-member,Select Board Member,True,5,board,3,True,,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/salisbury-sample_ballot_5-12-2026_town_election.pdf,schema-ready,Annual election rotates Select Board seats on three-year terms.,Selectman
Salisbury,salisbury-ma/moderator,Moderator,True,1,single,3,True,,https://www.salisburyma.gov/259/Town-Meeting,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,schema-ready,Open Town Meeting is presided over by a directly elected Moderator.,Moderator
Salisbury,salisbury-ma/triton-regional-school-committee-member-salisbury,Triton Regional School Committee Member — Salisbury,True,3,board,3,True,,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/salisbury-sample_ballot_5-12-2026_town_election.pdf,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/salisbury-sample_ballot_5-12-2026_town_election.pdf,schema-ready,Triton has three Salisbury-designated seats; 2026 district ballot elects one member from each member town while older Salisbury ballots show simultaneous regular/unexpired Salisbury seats.,Triton Regional School Committee Member (Salisbury)
Sandisfield,sandisfield-ma/town-clerk,Town Clerk,True,1,single,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Town Clerk
Sandisfield,sandisfield-ma/select-board-member,Select Board Member,True,3,board,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Select Board Member
Sandisfield,sandisfield-ma/board-of-assessors-member,Board of Assessors Member,True,3,board,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Board of Assessors Member
Sandisfield,sandisfield-ma/constable,Constable,True,2,board,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Constable
Sandisfield,sandisfield-ma/moderator,Moderator,True,1,single,1,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Moderator
Sandisfield,sandisfield-ma/board-of-health-member,Board of Health Member,True,3,board,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Board of Health Member
Sandisfield,sandisfield-ma/planning-board-member,Planning Board Member,True,5,board,5,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Planning Board Member
Sandisfield,sandisfield-ma/library-trustee,Library Trustee,True,3,board,5,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",Library Trustee
Sandisfield,sandisfield-ma/school-committee-member-sandisfield,School Committee Member — Sandisfield,True,2,board,3,True,,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,https://www.sandisfieldma.gov/home/news/meet-candidates,https://www.sandisfieldma.gov/home/news/meet-candidates,schema-ready,"Official elected/appointed roster establishes status, complement, and term lengths; 2026-expiring holders are not stale-carried.",School Committee Member — Sandisfield
Sandwich,sandwich-ma/select-board-member,Select Board Member,True,5,board,3,True,,https://www.sandwichmass.org/DocumentCenter/View/211,https://www.sandwichmass.org/m/newsflash/Home/Detail/847,https://www.sandwichmass.org/m/newsflash/Home/Detail/890,schema-ready,Current charter/election materials support this voter-elected office and complement.,Select Board Member
Sandwich,sandwich-ma/school-committee-member,School Committee Member,True,7,board,3,True,,https://www.sandwichmass.org/DocumentCenter/View/211,https://www.sandwichmass.org/m/newsflash/Home/Detail/847,https://www.sandwichmass.org/m/newsflash/Home/Detail/890,schema-ready,Current charter/election materials support this voter-elected office and complement.,School Committee Member
Sandwich,sandwich-ma/moderator,Moderator,True,1,single,3,True,,https://www.sandwichmass.org/DocumentCenter/View/211,https://www.sandwichmass.org/m/newsflash/Home/Detail/847,https://www.sandwichmass.org/m/newsflash/Home/Detail/890,schema-ready,Current charter/election materials support this voter-elected office and complement.,Moderator
Sandwich,sandwich-ma/board-of-assessors-member,Board of Assessors Member,True,3,board,3,True,,https://www.sandwichmass.org/DocumentCenter/View/211,https://www.sandwichmass.org/m/newsflash/Home/Detail/847,https://www.sandwichmass.org/m/newsflash/Home/Detail/890,schema-ready,Current charter/election materials support this voter-elected office and complement.,Board of Assessors Member
