municipality,office_id,seat,person_name,current_status,source_url,retrieved_on,notes
Salisbury,salisbury-ma/select-board-member,1,Donna Abdulla,verified-current,https://www.salisburyma.gov/207/Liquor-License-Commission,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/select-board-member,2,Michael Colburn,verified-current,https://www.salisburyma.gov/207/Liquor-License-Commission,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/select-board-member,3,"Terrence Marengi, Jr.",verified-current,https://www.salisburyma.gov/658/Affordable-Housing-Trust,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/select-board-member,4,Wendy Kimball,verified-current,https://www.salisburyma.gov/658/Affordable-Housing-Trust,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/select-board-member,5,,unresolved,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2026_town_election-town_meeting_calendar.pdf,2026-08-25,Current post-election holder identity was not safely resolved from authoritative material; marker is intentional and is not presumed vacant.
Salisbury,salisbury-ma/moderator,1,Ronalee Ray-Parrott,verified-current,https://www.salisburyma.gov/259/Town-Meeting,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/triton-regional-school-committee-member-salisbury,1,Erin Berger,verified-current,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/2025_town_election_sample_ballot.pdf,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Salisbury,salisbury-ma/triton-regional-school-committee-member-salisbury,2,,unresolved,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/salisbury-sample_ballot_5-12-2026_town_election.pdf,2026-08-25,Current post-election holder identity was not safely resolved from authoritative material; marker is intentional and is not presumed vacant.
Salisbury,salisbury-ma/triton-regional-school-committee-member-salisbury,3,,unresolved,https://www.salisburyma.gov/sites/g/files/vyhlif1166/f/uploads/salisbury-sample_ballot_5-12-2026_town_election.pdf,2026-08-25,Current post-election holder identity was not safely resolved from authoritative material; marker is intentional and is not presumed vacant.
Sandisfield,sandisfield-ma/select-board-member,1,Robert Fedell,verified-current,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Sandisfield,sandisfield-ma/select-board-member,2,John Field,verified-current,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Sandisfield,sandisfield-ma/board-of-assessors-member,1,Steve Kopiec,verified-current,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
Sandisfield,sandisfield-ma/board-of-assessors-member,2,Jeff Bye,verified-current,https://www.sandisfieldma.gov/government/pages/town-elected-and-appointed-officials,2026-08-25,"Current official municipal roster, certified election result, or continuing term supports this officeholder."
