municipality,office_id,role,elected,seats,seat_structure,term_years,staggered_terms,partisan,legal_source_url,election_source_url,results_source_url,verification_status,notes,local_title
Williamsburg,williamsburg-ma/board-of-assessors,Assessor,True,3,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Assessor
Williamsburg,williamsburg-ma/board-of-health,Board of Health Member,True,3,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Board of Health Member
Williamsburg,williamsburg-ma/library-trustees,Library Trustee,True,6,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Library Trustee
Williamsburg,williamsburg-ma/oliver-smith-elector,Elector Under Oliver Smith Will,True,1,single,1,False,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Elector Under Oliver Smith Will
Williamsburg,williamsburg-ma/finance-committee,Finance Committee Member,True,9,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Finance Committee Member
Williamsburg,williamsburg-ma/local-school-committee,Local School Committee Member,True,5,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Local School Committee Member
Williamsburg,williamsburg-ma/moderator,Town Moderator,True,1,single,1,False,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Town Moderator
Williamsburg,williamsburg-ma/recreation-commission,Recreation Commissioner,True,5,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Recreation Commissioner
Williamsburg,williamsburg-ma/regional-school-committee,Regional School Committee Member,True,3,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,Three direct-voter Williamsburg seats are modeled; an additional locally appointed representative is excluded.,Regional School Committee Member
Williamsburg,williamsburg-ma/select-board,Select Board Member,True,3,board,3,True,,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,https://www.burgy.org/town-clerk/files/williamsburg-annual-town-election-ballot-2026,schema-ready,,Select Board Member
